model,feature,coefficient,abs_coefficient,odds_ratio,effect_direction,business_interpretation
logistic_regression_baseline,numeric__Number of Accounts,-0.04473212030898416,0.04473212030898416,0.9562536084471728,decreases_default_risk,Requires manual business review
logistic_regression_baseline,State,0.04037597198299521,0.04037597198299521,1.0412021634541722,increases_deafult_risk,Geographic / portfolio mix signal
logistic_regression_baseline,low_cardinality_categorical__CreditHistoryAgeBand_Seasoned,-0.040374586558978146,0.040374586558978146,0.9604296077406212,decreases_default_risk,Customer maturity / lifecycle signal
logistic_regression_baseline,numeric__Number of Inquiries,-0.037643596912203675,0.037643596912203675,0.9630561159066796,decreases_default_risk,Recent credit-seeking behavior
logistic_regression_baseline,numeric__DaysSinceDisbursement,-0.0219999420258809,0.0219999420258809,0.9782402917638275,decreases_default_risk,Requires manual business review
logistic_regression_baseline,numeric__Current Balance Amount,0.01815326152258617,0.01815326152258617,1.0183190335562702,increases_deafult_risk,Outstanding balance / leverage signal
logistic_regression_baseline,low_cardinality_categorical__FICO Rating_Exceptional,0.013849585681953741,0.013849585681953741,1.0139459354815028,increases_deafult_risk,Credit bureau quality / creditworthiness signal
logistic_regression_baseline,numeric__AccountsPerCreditHistoryMonth,0.013624919960943527,0.013624919960943527,1.0137181621742277,increases_deafult_risk,Requires manual business review
logistic_regression_baseline,numeric__RecentlyOpenedAccountsPerCreditHistoryMonth,-0.011255499585577528,0.011255499585577528,0.9888076065642275,decreases_default_risk,Requires manual business review
logistic_regression_baseline,numeric__Legit LTV,0.01073880681338301,0.01073880681338301,1.0107966747579904,increases_deafult_risk,Requires manual business review
logistic_regression_baseline,numeric__Branch ID,-0.0074597339293187145,0.0074597339293187145,0.9925680208285786,decreases_default_risk,Requires manual business review
logistic_regression_baseline,low_cardinality_categorical__Employment Type_Salaried,0.003762596438726897,0.003762596438726897,1.0037696838909935,increases_deafult_risk,Income stability / employment profile signal
logistic_regression_baseline,numeric__Loan To Value,-0.0024213090488723445,0.0024213090488723445,0.9975816199553976,decreases_default_risk,Loan exposure relative to asset value
logistic_regression_baseline,numeric__Instalment Amount,-0.0009162145391472735,0.0009162145391472735,0.999084205057237,decreases_default_risk,Repayment burden signal
logistic_regression_baseline,low_cardinality_categorical__InquiryIntensityBand_Moderate Inquiries,0.0005653791178071868,0.0005653791178071868,1.0005655389747057,increases_deafult_risk,Recent credit-seeking behavior
logistic_regression_baseline,numeric__InstalmentToDisbursedAmount,-6.582814898676133e-05,6.582814898676133e-05,0.9999341740176383,decreases_default_risk,Exposure size signal
logistic_regression_baseline,numeric__InstalmentToDisbursedRatio,-6.582814898676133e-05,6.582814898676133e-05,0.9999341740176383,decreases_default_risk,Exposure size signal
logistic_regression_baseline,numeric__Disbursed Amount,-4.867630613876442e-05,4.867630613876442e-05,0.9999513248785334,decreases_default_risk,Exposure size signal
logistic_regression_baseline,numeric__BalanceToDisbursedRatio,5.676028404958816e-06,5.676028404958816e-06,1.0000056760445137,increases_deafult_risk,Outstanding balance / leverage signal
logistic_regression_baseline,numeric__DisbursementYear,0.0,0.0,1.0,decreases_default_risk,Requires manual business review
